FNSKU,Date,units_sold,inventory_level
X00345CTET,2024-10-31,,2.0
X00345CV97,2024-10-31,,42.0
X00345I17N,2024-10-31,1.0,3.0
X0034Y231T,2024-10-31,2.0,156.0
X0034YUHP3,2024-10-31,2.0,229.0
X0034YZ7T9,2024-10-31,,1.0
X0034Z1CFV,2024-10-31,,115.0
X0034Z33Z3,2024-10-31,,1.0
X0034Z5FU9,2024-10-31,2.0,2.0
X00353GGEJ,2024-10-31,2.0,179.0
X003544519,2024-10-31,,272.0
X0035RSUHL,2024-10-31,,11.0
X0035RSUI5,2024-10-31,,8.0
X0035RXC2J,2024-10-31,,12.0
X0035RXCBZ,2024-10-31,,12.0
X0035RXL1V,2024-10-31,,10.0
X0039U5GIZ,2024-10-31,,1.0
X0039VNZN7,2024-10-31,,4.0
X0039VP7A1,2024-10-31,,1.0
X0039VT0DL,2024-10-31,,14.0
X003CYQ9H5,2024-10-31,,114.0
X003CYX49B,2024-10-31,3.0,55.0
X003CYXF3B,2024-10-31,,15.0
X003CZT935,2024-10-31,,1.0
X003D06K45,2024-10-31,,1.0
X003D08K7F,2024-10-31,,1.0
X003D08K7P,2024-10-31,,1.0
X003D0EUFV,2024-10-31,,19.0
X003D0IC1T,2024-10-31,1.0,8.0
X003D13CWR,2024-10-31,,3.0
X003D17LO7,2024-10-31,8.0,318.0
X003D1879F,2024-10-31,1.0,70.0
X003D18F0V,2024-10-31,5.0,45.0
X003DTG4RJ,2024-10-31,,5.0
X003DTG4RT,2024-10-31,,34.0
X003DTKRJF,2024-10-31,,6.0
X003DTMYS7,2024-10-31,,16.0
X003DTMYSH,2024-10-31,,2.0
X003DTNF85,2024-10-31,,1.0
X003IVKM9X,2024-10-31,,1.0
X003K9F1FX,2024-10-31,,9.0
X003K9JHDP,2024-10-31,,9.0
X003KY5T05,2024-10-31,,3.0
X003KY8DX5,2024-10-31,,173.0
X003KY8ECF,2024-10-31,,112.0
X003KY9KK5,2024-10-31,1.0,3.0
X003KYS63H,2024-10-31,,8.0
X003KYS7HH,2024-10-31,,10.0
X003SLWYGH,2024-10-31,,3.0
X003U4SMOZ,2024-10-31,1.0,66.0
X003U4SOZH,2024-10-31,,8.0
X003UBN8KL,2024-10-31,,22.0
X003UMLL81,2024-10-31,,20.0
X003UMSI55,2024-10-31,,27.0
X003UMUR2R,2024-10-31,,112.0
X003UMX0SZ,2024-10-31,,40.0
X003UMZ9MZ,2024-10-31,,6.0
X003UMZICV,2024-10-31,,44.0
X003UN1PC7,2024-10-31,,5.0
X003UND9GH,2024-10-31,,4.0
X003UNS78H,2024-10-31,,9.0
X003UPIT83,2024-10-31,,2.0
X003USK3TN,2024-10-31,,31.0
X003USK3TX,2024-10-31,,40.0
X003UTA0ZT,2024-10-31,,45.0
X003UUGOFX,2024-10-31,,1.0
X003UUGOGH,2024-10-31,1.0,15.0
X003UUJ8NX,2024-10-31,1.0,58.0
X003UUJ8PL,2024-10-31,,1.0
X003UUJ8PV,2024-10-31,,11.0
X003UUJ8Q5,2024-10-31,,3.0
X003UUK9OP,2024-10-31,,3.0
X003UUK9OZ,2024-10-31,,4.0
X003UUK9P9,2024-10-31,1.0,12.0
X003UUK9Q3,2024-10-31,,6.0
X003UUNWOJ,2024-10-31,,12.0
X003UUNX5R,2024-10-31,,12.0
X003UWKGPZ,2024-10-31,6.0,406.0
X003X5S4IZ,2024-10-31,,707.0
X003X9JRLT,2024-10-31,,30.0
X003XRFY63,2024-10-31,,16.0
X003XRIQBX,2024-10-31,,6.0
X003XY1BM7,2024-10-31,,17.0
X0040E4PM7,2024-10-31,,6.0
X0040LJ2Y1,2024-10-31,,5.0
X0040LPZ9H,2024-10-31,1.0,29.0
X0040WJTEN,2024-10-31,,14.0
X0040WN7TV,2024-10-31,,44.0
X0040WN8RR,2024-10-31,,48.0
X0040WNCKF,2024-10-31,,3.0
X0042MD77B,2024-10-31,,99.0
X0042MFK53,2024-10-31,,81.0
X0045U1JVB,2024-10-31,,25.0
X0045X3SYT,2024-10-31,,25.0
X0045XB64D,2024-10-31,,12.0
X0045XB7AB,2024-10-31,,3.0
X0045XBHE7,2024-10-31,,2.0
X0045XBIEB,2024-10-31,,5.0
X0045XDPPB,2024-10-31,,8.0
X0045XGEZT,2024-10-31,,301.0
X0045XGKV7,2024-10-31,,6.0
X00460KGG9,2024-10-31,,46.0
X00460OWXR,2024-10-31,2.0,37.0
X00461O8C1,2024-10-31,,18.0
X00461VCOD,2024-10-31,,26.0
X004621TRH,2024-10-31,,12.0
X00475UE0V,2024-10-31,,27.0
X00475VXDD,2024-10-31,,7.0
X00476H59X,2024-10-31,,6.0
X00476N4RF,2024-10-31,,5.0
X004EFKUUX,2024-10-31,,60.0
B07JZXVSCL,2024-11-01,,90.0
X002QDWKDZ,2024-11-01,1.0,413.0
X002QDY6S7,2024-11-01,2.0,221.0
X002QH8JT5,2024-11-01,,40.0
X002QHE2OL,2024-11-01,,94.0
X002R36WHJ,2024-11-01,,39.0
X002RRW3HD,2024-11-01,,503.0
X002WJ5SNH,2024-11-01,,1.0
X002WV0W27,2024-11-01,1.0,15.0
X002WV2I47,2024-11-01,,31.0
X002XRLKTJ,2024-11-01,8.0,155.0
X002XS22DV,2024-11-01,,49.0
X002XS22HR,2024-11-01,,1.0
X00308MQNJ,2024-11-01,,10.0
X0032IPGMZ,2024-11-01,,4.0
X0032IYFHH,2024-11-01,,1.0
X0032ZVYG5,2024-11-01,,1.0
X003303Y03,2024-11-01,,342.0
X00330BAM7,2024-11-01,,105.0
X003344I2H,2024-11-01,,24.0
X003349Z7F,2024-11-01,,22.0
X00334B0UF,2024-11-01,1.0,8.0
X0033GGGYN,2024-11-01,3.0,446.0
X0033VQGT3,2024-11-01,,9.0
X0033VQME7,2024-11-01,,87.0
X0033VQSKF,2024-11-01,2.0,60.0
X0033W1APR,2024-11-01,,10.0
X0033W8OK1,2024-11-01,3.0,8.0
X0033WCG3R,2024-11-01,,2.0
X0033WPNNH,2024-11-01,,128.0
X00345CTET,2024-11-01,,2.0
X00345CV97,2024-11-01,,42.0
X00345I17N,2024-11-01,,3.0
X0034Y231T,2024-11-01,1.0,150.0
X0034YUHP3,2024-11-01,6.0,212.0
X0034YZ7T9,2024-11-01,,1.0
X0034Z1CFV,2024-11-01,,115.0
X0034Z33Z3,2024-11-01,,1.0
X0034Z5FU9,2024-11-01,,2.0
X00353GGEJ,2024-11-01,4.0,181.0
X003544519,2024-11-01,,275.0
X0035RSUHL,2024-11-01,,11.0
X0035RSUI5,2024-11-01,,8.0
X0035RXC2J,2024-11-01,,12.0
X0035RXCBZ,2024-11-01,,12.0
X0035RXL1V,2024-11-01,,9.0
X0039U5GIZ,2024-11-01,,1.0
X0039VNZN7,2024-11-01,,4.0
X0039VP7A1,2024-11-01,,1.0
X0039VT0DL,2024-11-01,,14.0
X003CYQ9H5,2024-11-01,,113.0
X003CYX49B,2024-11-01,4.0,51.0
X003CYXF3B,2024-11-01,,15.0
X003CZT935,2024-11-01,,1.0
X003D06K45,2024-11-01,,1.0
X003D08K7F,2024-11-01,,1.0
X003D08K7P,2024-11-01,,1.0
X003D0EUFV,2024-11-01,,19.0
X003D0IC1T,2024-11-01,,8.0
X003D13CWR,2024-11-01,,3.0
X003D17LO7,2024-11-01,9.0,357.0
X003D1879F,2024-11-01,2.0,68.0
X003D18F0V,2024-11-01,7.0,19.0
X003DTG4RJ,2024-11-01,,5.0
X003DTG4RT,2024-11-01,,34.0
X003DTKRJF,2024-11-01,,6.0
X003DTMYS7,2024-11-01,,16.0
X003DTMYSH,2024-11-01,,2.0
X003DTNF85,2024-11-01,,1.0
X003HFLN39,2024-11-01,,0.0
X003IVKM9X,2024-11-01,,1.0
X003K9F1FX,2024-11-01,,9.0
X003K9JHDP,2024-11-01,,9.0
X003KY5T05,2024-11-01,2.0,1.0
X003KY8DX5,2024-11-01,,173.0
X003KY8ECF,2024-11-01,1.0,123.0
X003KY9KK5,2024-11-01,1.0,2.0
X003KYS63H,2024-11-01,,8.0
X003KYS7HH,2024-11-01,,10.0
X003SLWYGH,2024-11-01,,3.0
X003U4SMOZ,2024-11-01,,66.0
X003U4SOZH,2024-11-01,,8.0
X003UBN8KL,2024-11-01,,21.0
X003UMLL81,2024-11-01,,20.0
X003UMSI55,2024-11-01,,27.0
X003UMUR2R,2024-11-01,,112.0
X003UMX0SZ,2024-11-01,1.0,39.0
X003UMZ9MZ,2024-11-01,,6.0
X003UMZICV,2024-11-01,,44.0
X003UN1PC7,2024-11-01,,5.0
X003UND9GH,2024-11-01,,4.0
X003UNS78H,2024-11-01,,9.0
X003UPIT83,2024-11-01,,2.0
X003USK3TN,2024-11-01,,31.0
X003USK3TX,2024-11-01,,35.0
X003UTA0ZT,2024-11-01,,45.0
X003UUGOFX,2024-11-01,,0.0
X003UUGOGH,2024-11-01,,15.0
X003UUJ8NX,2024-11-01,,57.0
X003UUJ8PL,2024-11-01,,1.0
X003UUJ8PV,2024-11-01,,9.0
X003UUJ8Q5,2024-11-01,,3.0
X003UUK9OP,2024-11-01,,0.0
X003UUK9OZ,2024-11-01,,4.0
X003UUK9P9,2024-11-01,,12.0
X003UUK9Q3,2024-11-01,,6.0
X003UUNWOJ,2024-11-01,,12.0
X003UUNX5R,2024-11-01,,12.0
X003UWKGPZ,2024-11-01,7.0,399.0
X003X5S4IZ,2024-11-01,2.0,704.0
X003X9JRLT,2024-11-01,,30.0
X003XRFY63,2024-11-01,,16.0
X003XRIQBX,2024-11-01,,6.0
X003XY1BM7,2024-11-01,,17.0
X0040E4PM7,2024-11-01,,6.0
X0040LJ2Y1,2024-11-01,1.0,4.0
X0040LPZ9H,2024-11-01,,29.0
X0040WJTEN,2024-11-01,,14.0
X0040WN7TV,2024-11-01,,44.0
X0040WN8RR,2024-11-01,,48.0
X0040WNCKF,2024-11-01,,3.0
X0042MD77B,2024-11-01,,99.0
X0042MFK53,2024-11-01,6.0,86.0
X0045U1JVB,2024-11-01,,25.0
X0045X3SYT,2024-11-01,,25.0
X0045XB64D,2024-11-01,,12.0
X0045XB7AB,2024-11-01,,3.0
X0045XBHE7,2024-11-01,,2.0
X0045XBIEB,2024-11-01,,5.0
X0045XDPPB,2024-11-01,,8.0
X0045XGEZT,2024-11-01,1.0,300.0
X0045XGKV7,2024-11-01,,6.0
X00460KGG9,2024-11-01,1.0,45.0
X00460OWXR,2024-11-01,1.0,36.0
X00461O8C1,2024-11-01,,18.0
X00461VCOD,2024-11-01,,26.0
X004621TRH,2024-11-01,,12.0
X00475UE0V,2024-11-01,,27.0
X00475VXDD,2024-11-01,,7.0
X00476H59X,2024-11-01,,6.0
X00476N4RF,2024-11-01,,5.0
X004EFKUUX,2024-11-01,,54.0
B07JZXVSCL,2024-11-02,,110.0
X002QDWKDZ,2024-11-02,,388.0
X002QDY6S7,2024-11-02,1.0,220.0
X002QH8JT5,2024-11-02,,40.0
X002QHE2OL,2024-11-02,,94.0
X002R36WHJ,2024-11-02,,39.0
X002RRW3HD,2024-11-02,1.0,502.0
X002WJ5SNH,2024-11-02,,1.0
X002WV0W27,2024-11-02,1.0,12.0
X002WV2I47,2024-11-02,,31.0
X002XRLKTJ,2024-11-02,11.0,142.0
X002XS22DV,2024-11-02,,49.0
X002XS22HR,2024-11-02,,1.0
X00308MQNJ,2024-11-02,,10.0
X0032IPGMZ,2024-11-02,,2.0
X0032IYFHH,2024-11-02,,1.0
X0032ZVYG5,2024-11-02,,1.0
X003303Y03,2024-11-02,,342.0
X00330BAM7,2024-11-02,,105.0
X003344I2H,2024-11-02,,24.0
X003349Z7F,2024-11-02,,23.0
X00334B0UF,2024-11-02,1.0,7.0
X0033GGGYN,2024-11-02,,446.0
X0033VQGT3,2024-11-02,,9.0
X0033VQME7,2024-11-02,,87.0
X0033VQSKF,2024-11-02,1.0,60.0
X0033W1APR,2024-11-02,1.0,9.0
X0033W8OK1,2024-11-02,2.0,6.0
X0033WCG3R,2024-11-02,,2.0
X0033WPNNH,2024-11-02,,128.0
X00345CTET,2024-11-02,,2.0
X00345CV97,2024-11-02,,42.0
X00345I17N,2024-11-02,,3.0
X0034Y231T,2024-11-02,2.0,148.0
X0034YUHP3,2024-11-02,2.0,210.0
X0034YZ7T9,2024-11-02,,1.0
X0034Z1CFV,2024-11-02,,115.0
X0034Z33Z3,2024-11-02,,1.0
X0034Z5FU9,2024-11-02,1.0,1.0
X00353GGEJ,2024-11-02,2.0,182.0
X003544519,2024-11-02,,279.0
X0035RSUHL,2024-11-02,,11.0
X0035RSUI5,2024-11-02,,8.0
X0035RXC2J,2024-11-02,,12.0
X0035RXCBZ,2024-11-02,,12.0
X0035RXL1V,2024-11-02,,10.0
X0039U5GIZ,2024-11-02,,1.0
X0039VNZN7,2024-11-02,,4.0
X0039VP7A1,2024-11-02,,1.0
X0039VT0DL,2024-11-02,,14.0
X003CYQ9H5,2024-11-02,,112.0
X003CYX49B,2024-11-02,5.0,46.0
X003CYXF3B,2024-11-02,,15.0
X003CZT935,2024-11-02,,1.0
X003D06K45,2024-11-02,,1.0
X003D08K7F,2024-11-02,1.0,0.0
X003D08K7P,2024-11-02,,1.0
X003D0EUFV,2024-11-02,,19.0
X003D0IC1T,2024-11-02,,8.0
X003D13CWR,2024-11-02,,3.0
X003D17LO7,2024-11-02,4.0,328.0
X003D1879F,2024-11-02,2.0,66.0
X003D18F0V,2024-11-02,20.0,18.0
X003DTG4RJ,2024-11-02,,5.0
X003DTG4RT,2024-11-02,,34.0
X003DTKRJF,2024-11-02,,6.0
X003DTMYS7,2024-11-02,,16.0
X003DTMYSH,2024-11-02,,2.0
X003DTNF85,2024-11-02,,1.0
X003IVKM9X,2024-11-02,,1.0
X003K9F1FX,2024-11-02,,9.0
X003K9JHDP,2024-11-02,,9.0
X003KY5T05,2024-11-02,,1.0
X003KY8DX5,2024-11-02,2.0,183.0
X003KY8ECF,2024-11-02,1.0,134.0
X003KY9KK5,2024-11-02,1.0,1.0
X003KYS63H,2024-11-02,,8.0
X003KYS7HH,2024-11-02,,10.0
X003SLWYGH,2024-11-02,,3.0
X003U4SMOZ,2024-11-02,1.0,65.0
X003U4SOZH,2024-11-02,,8.0
X003UBN8KL,2024-11-02,3.0,18.0
X003UMLL81,2024-11-02,,20.0
X003UMSI55,2024-11-02,,27.0
X003UMUR2R,2024-11-02,,112.0
X003UMX0SZ,2024-11-02,,39.0
X003UMZ9MZ,2024-11-02,,6.0
X003UMZICV,2024-11-02,,44.0
X003UN1PC7,2024-11-02,,4.0
X003UND9GH,2024-11-02,,4.0
X003UNS78H,2024-11-02,,9.0
X003UPIT83,2024-11-02,,2.0
X003USK3TN,2024-11-02,,31.0
X003USK3TX,2024-11-02,,40.0
X003UTA0ZT,2024-11-02,,45.0
X003UUGOGH,2024-11-02,,19.0
X003UUJ8NX,2024-11-02,,66.0
X003UUJ8PL,2024-11-02,,1.0
X003UUJ8PV,2024-11-02,,4.0
X003UUJ8Q5,2024-11-02,,3.0
X003UUK9OP,2024-11-02,,3.0
X003UUK9OZ,2024-11-02,,4.0
X003UUK9P9,2024-11-02,,12.0
X003UUK9Q3,2024-11-02,,6.0
X003UUNWOJ,2024-11-02,,12.0
X003UUNX5R,2024-11-02,,12.0
X003UWKGPZ,2024-11-02,3.0,395.0
X003X5S4IZ,2024-11-02,1.0,709.0
X003X9JRLT,2024-11-02,,30.0
X003XRFY63,2024-11-02,,16.0
X003XRIQBX,2024-11-02,,6.0
X003XY1BM7,2024-11-02,,17.0
X0040E4PM7,2024-11-02,,6.0
X0040LJ2Y1,2024-11-02,,4.0
X0040LPZ9H,2024-11-02,1.0,28.0
X0040WJTEN,2024-11-02,3.0,11.0
X0040WN7TV,2024-11-02,,44.0
X0040WN8RR,2024-11-02,,48.0
X0040WNCKF,2024-11-02,,3.0
X0042MD77B,2024-11-02,,99.0
X0042MFK53,2024-11-02,3.0,86.0
X0045U1JVB,2024-11-02,1.0,24.0
X0045X3SYT,2024-11-02,1.0,24.0
X0045XB64D,2024-11-02,,12.0
X0045XB7AB,2024-11-02,,3.0
X0045XBHE7,2024-11-02,,2.0
X0045XBIEB,2024-11-02,,5.0
X0045XDPPB,2024-11-02,2.0,6.0
X0045XGEZT,2024-11-02,,300.0
X0045XGKV7,2024-11-02,,6.0
X00460KGG9,2024-11-02,,45.0
X00460OWXR,2024-11-02,2.0,34.0
X00461O8C1,2024-11-02,,18.0
X00461VCOD,2024-11-02,,26.0
X004621TRH,2024-11-02,,12.0
X00475UE0V,2024-11-02,,27.0
X00475VXDD,2024-11-02,,7.0
X00476H59X,2024-11-02,,6.0
X00476N4RF,2024-11-02,,5.0
X004EFKUUX,2024-11-02,,24.0
B07JZXVSCL,2024-11-03,,104.0
X002QDWKDZ,2024-11-03,,388.0
X002QDY6S7,2024-11-03,2.0,217.0
X002QH8JT5,2024-11-03,,40.0
X002QHE2OL,2024-11-03,,94.0
X002R36WHJ,2024-11-03,,39.0
X002RRW3HD,2024-11-03,1.0,501.0
X002WJ5SNH,2024-11-03,,1.0
X002WV0W27,2024-11-03,1.0,11.0
X002WV2I47,2024-11-03,,31.0
X002XRLKTJ,2024-11-03,4.0,136.0
X002XS22DV,2024-11-03,,49.0
X002XS22HR,2024-11-03,,1.0
X00308MQNJ,2024-11-03,,10.0
X0032IPGMZ,2024-11-03,,2.0
X0032IYFHH,2024-11-03,,1.0
X0032ZVYG5,2024-11-03,,1.0
X003303Y03,2024-11-03,,342.0
X00330BAM7,2024-11-03,,105.0
X003344I2H,2024-11-03,,24.0
X003349Z7F,2024-11-03,,23.0
X00334B0UF,2024-11-03,1.0,6.0
X0033GGGYN,2024-11-03,1.0,445.0
X0033VQGT3,2024-11-03,,9.0
X0033VQME7,2024-11-03,,87.0
X0033VQSKF,2024-11-03,1.0,59.0
X0033W1APR,2024-11-03,,9.0
X0033W8OK1,2024-11-03,1.0,5.0
X0033WCG3R,2024-11-03,,2.0
X0033WPNNH,2024-11-03,,128.0
X00345CTET,2024-11-03,,2.0
X00345CV97,2024-11-03,,42.0
X00345I17N,2024-11-03,,3.0
X0034Y231T,2024-11-03,9.0,139.0
X0034YUHP3,2024-11-03,3.0,205.0
X0034YZ7T9,2024-11-03,,1.0
X0034Z1CFV,2024-11-03,4.0,111.0
X0034Z33Z3,2024-11-03,1.0,0.0
X0034Z5FU9,2024-11-03,1.0,0.0
X00353GGEJ,2024-11-03,2.0,177.0
X003544519,2024-11-03,,279.0
X0035RSUHL,2024-11-03,,11.0
X0035RSUI5,2024-11-03,,8.0
X0035RXC2J,2024-11-03,,12.0
X0035RXCBZ,2024-11-03,,12.0
X0035RXL1V,2024-11-03,2.0,8.0
X0039U5GIZ,2024-11-03,,1.0
X0039VNZN7,2024-11-03,,4.0
X0039VP7A1,2024-11-03,,1.0
X0039VT0DL,2024-11-03,,14.0
X003CYQ9H5,2024-11-03,,112.0
X003CYX49B,2024-11-03,3.0,43.0
X003CYXF3B,2024-11-03,,15.0
X003CZT935,2024-11-03,,1.0
X003D06K45,2024-11-03,,1.0
X003D08K7F,2024-11-03,,20.0
X003D08K7P,2024-11-03,,1.0
X003D0EUFV,2024-11-03,1.0,18.0
X003D0IC1T,2024-11-03,,8.0
X003D13CWR,2024-11-03,,3.0
X003D17LO7,2024-11-03,7.0,315.0
X003D1879F,2024-11-03,1.0,65.0
X003D18F0V,2024-11-03,3.0,15.0
X003DTG4RJ,2024-11-03,,5.0
X003DTG4RT,2024-11-03,,34.0
X003DTKRJF,2024-11-03,,6.0
X003DTMYS7,2024-11-03,,16.0
X003DTMYSH,2024-11-03,,2.0
X003DTNF85,2024-11-03,,1.0
X003IVKM9X,2024-11-03,,1.0
X003K9F1FX,2024-11-03,,9.0
X003K9JHDP,2024-11-03,2.0,7.0
X003KY5T05,2024-11-03,,1.0
X003KY8DX5,2024-11-03,,183.0
X003KY8ECF,2024-11-03,4.0,130.0
X003KY9KK5,2024-11-03,,1.0
X003KYS63H,2024-11-03,,8.0
X003KYS7HH,2024-11-03,,10.0
X003SLWYGH,2024-11-03,,3.0
X003U4SMOZ,2024-11-03,,65.0
X003U4SOZH,2024-11-03,,8.0
X003UBN8KL,2024-11-03,,18.0
X003UMLL81,2024-11-03,,20.0
X003UMSI55,2024-11-03,,27.0
X003UMUR2R,2024-11-03,,112.0
X003UMX0SZ,2024-11-03,,39.0
X003UMZ9MZ,2024-11-03,,6.0
X003UMZICV,2024-11-03,,44.0
X003UN1PC7,2024-11-03,,5.0
X003UND9GH,2024-11-03,,4.0
X003UNS78H,2024-11-03,,18.0
X003UPIT83,2024-11-03,,2.0
X003USK3TN,2024-11-03,,31.0
X003USK3TX,2024-11-03,1.0,39.0
X003UTA0ZT,2024-11-03,,45.0
X003UUGOGH,2024-11-03,,19.0
X003UUJ8NX,2024-11-03,,66.0
X003UUJ8PL,2024-11-03,,1.0
X003UUJ8PV,2024-11-03,,4.0
X003UUJ8Q5,2024-11-03,,3.0
X003UUK9OP,2024-11-03,,3.0
X003UUK9OZ,2024-11-03,,4.0
X003UUK9P9,2024-11-03,,12.0
X003UUK9Q3,2024-11-03,,6.0
X003UUNWOJ,2024-11-03,,12.0
X003UUNX5R,2024-11-03,,12.0
X003UWKGPZ,2024-11-03,8.0,386.0
X003X5S4IZ,2024-11-03,,708.0
X003X9JRLT,2024-11-03,,30.0
X003XRFY63,2024-11-03,,16.0
X003XRIQBX,2024-11-03,,6.0
X003XY1BM7,2024-11-03,,17.0
X0040E4PM7,2024-11-03,,6.0
X0040LJ2Y1,2024-11-03,4.0,0.0
X0040LPZ9H,2024-11-03,3.0,25.0
X0040WJTEN,2024-11-03,1.0,10.0
X0040WN7TV,2024-11-03,,49.0
X0040WN8RR,2024-11-03,,48.0
X0040WNCKF,2024-11-03,,3.0
X0042MD77B,2024-11-03,,99.0
X0042MFK53,2024-11-03,3.0,80.0
X0045U1JVB,2024-11-03,,24.0
X0045X3SYT,2024-11-03,,24.0
X0045XB64D,2024-11-03,,12.0
X0045XB7AB,2024-11-03,,3.0
X0045XBHE7,2024-11-03,,2.0
X0045XBIEB,2024-11-03,,5.0
X0045XDPPB,2024-11-03,,6.0
X0045XGEZT,2024-11-03,,300.0
X0045XGKV7,2024-11-03,,6.0
X00460KGG9,2024-11-03,,45.0
X00460OWXR,2024-11-03,5.0,29.0
X00461O8C1,2024-11-03,2.0,16.0
X00461VCOD,2024-11-03,,26.0
X004621TRH,2024-11-03,,12.0
X00475UE0V,2024-11-03,,27.0
X00475VXDD,2024-11-03,,7.0
X00476H59X,2024-11-03,,6.0
X00476N4RF,2024-11-03,,5.0
X004EFKUUX,2024-11-03,,12.0
B07JZXVSCL,2024-11-04,,50.0
X002QDWKDZ,2024-11-04,,387.0
X002QDY6S7,2024-11-04,,237.0
X002QH8JT5,2024-11-04,,40.0
X002QHE2OL,2024-11-04,,94.0
X002R36WHJ,2024-11-04,,0.0
X002RRW3HD,2024-11-04,2.0,519.0
X002WJ5SNH,2024-11-04,,1.0
X002WV0W27,2024-11-04,1.0,10.0
X002WV2I47,2024-11-04,,37.0
X002XRLKTJ,2024-11-04,11.0,129.0
X002XS22DV,2024-11-04,,49.0
X002XS22HR,2024-11-04,,1.0
X00308MQNJ,2024-11-04,,10.0
X0032IPGMZ,2024-11-04,,2.0
X0032IYFHH,2024-11-04,,1.0
X0032ZVYG5,2024-11-04,,1.0
X003303Y03,2024-11-04,,342.0
X00330BAM7,2024-11-04,,105.0
X003344I2H,2024-11-04,,24.0
X003349Z7F,2024-11-04,,23.0
X00334B0UF,2024-11-04,1.0,5.0
X0033GGGYN,2024-11-04,,445.0
X0033VQGT3,2024-11-04,,9.0
X0033VQME7,2024-11-04,,87.0
X0033VQSKF,2024-11-04,3.0,56.0
X0033W1APR,2024-11-04,,9.0
X0033W8OK1,2024-11-04,,5.0
X0033WCG3R,2024-11-04,,2.0
X0033WPNNH,2024-11-04,,128.0
X00345CTET,2024-11-04,,2.0
X00345CV97,2024-11-04,,42.0
X00345I17N,2024-11-04,1.0,2.0
X0034Y231T,2024-11-04,3.0,139.0
X0034YUHP3,2024-11-04,6.0,203.0
X0034YZ7T9,2024-11-04,,1.0
X0034Z1CFV,2024-11-04,,111.0
X00353GGEJ,2024-11-04,5.0,173.0
X003544519,2024-11-04,1.0,278.0
X0035RSUHL,2024-11-04,,11.0
X0035RSUI5,2024-11-04,,8.0
X0035RXC2J,2024-11-04,,12.0
X0035RXCBZ,2024-11-04,1.0,11.0
X0035RXL1V,2024-11-04,,8.0
X0039U5GIZ,2024-11-04,,1.0
X0039VNZN7,2024-11-04,,4.0
X0039VP7A1,2024-11-04,,1.0
X0039VT0DL,2024-11-04,,14.0
X003CYQ9H5,2024-11-04,,112.0
X003CYX49B,2024-11-04,2.0,41.0
X003CYXF3B,2024-11-04,3.0,11.0
X003CZT935,2024-11-04,,1.0
X003D06K45,2024-11-04,,1.0
X003D08K7F,2024-11-04,,19.0
X003D08K7P,2024-11-04,,1.0
X003D0EUFV,2024-11-04,1.0,17.0
X003D0IC1T,2024-11-04,,8.0
X003D13CWR,2024-11-04,,3.0
X003D17LO7,2024-11-04,22.0,293.0
X003D1879F,2024-11-04,11.0,54.0
X003D18F0V,2024-11-04,1.0,14.0
X003DTG4RJ,2024-11-04,,5.0
X003DTG4RT,2024-11-04,,34.0
X003DTKRJF,2024-11-04,,6.0
X003DTMYS7,2024-11-04,,16.0
X003DTMYSH,2024-11-04,,2.0
X003DTNF85,2024-11-04,,1.0
X003IVKM9X,2024-11-04,,1.0
X003K9F1FX,2024-11-04,,9.0
X003K9JHDP,2024-11-04,,7.0
X003KY5T05,2024-11-04,1.0,0.0
X003KY8DX5,2024-11-04,2.0,168.0
X003KY8ECF,2024-11-04,2.0,128.0
X003KY9KK5,2024-11-04,1.0,0.0
X003KYS63H,2024-11-04,,8.0
X003KYS7HH,2024-11-04,,10.0
X003SLWYGH,2024-11-04,2.0,1.0
X003U4SMOZ,2024-11-04,,65.0
X003U4SOZH,2024-11-04,,8.0
X003UBN8KL,2024-11-04,,18.0
X003UMLL81,2024-11-04,,20.0
X003UMSI55,2024-11-04,,27.0
X003UMUR2R,2024-11-04,,118.0
X003UMX0SZ,2024-11-04,,39.0
X003UMZ9MZ,2024-11-04,,6.0
X003UMZICV,2024-11-04,,44.0
X003UN1PC7,2024-11-04,,5.0
X003UND9GH,2024-11-04,,4.0
X003UNS78H,2024-11-04,2.0,16.0
X003UPIT83,2024-11-04,,2.0
X003USK3TN,2024-11-04,,31.0
X003USK3TX,2024-11-04,2.0,37.0
X003UTA0ZT,2024-11-04,,45.0
X003UUGOGH,2024-11-04,,19.0
X003UUJ8NX,2024-11-04,,66.0
X003UUJ8PL,2024-11-04,,1.0
X003UUJ8PV,2024-11-04,,4.0
X003UUJ8Q5,2024-11-04,,3.0
X003UUK9OP,2024-11-04,,3.0
X003UUK9OZ,2024-11-04,,4.0
X003UUK9P9,2024-11-04,,12.0
X003UUK9Q3,2024-11-04,,6.0
X003UUNWOJ,2024-11-04,,12.0
X003UUNX5R,2024-11-04,,13.0
X003UWKGPZ,2024-11-04,,387.0
X003X5S4IZ,2024-11-04,,708.0
X003X9JRLT,2024-11-04,,30.0
X003XRFY63,2024-11-04,,16.0
X003XRIQBX,2024-11-04,,6.0
X003XY1BM7,2024-11-04,,17.0
X0040E4PM7,2024-11-04,,6.0
X0040LPZ9H,2024-11-04,1.0,24.0
X0040WJTEN,2024-11-04,1.0,9.0
X0040WN7TV,2024-11-04,,49.0
X0040WN8RR,2024-11-04,,48.0
X0040WNCKF,2024-11-04,,3.0
X0042MD77B,2024-11-04,,99.0
X0042MFK53,2024-11-04,6.0,82.0
X0045U1JVB,2024-11-04,,24.0
X0045X3SYT,2024-11-04,,24.0
